university,college
"Maharishi Dayanand Saraswati University, Ajmer ","Shaheed Bhagat Singh College, Nawashahar "
"Maharishi Dayanand Saraswati University, Ajmer ","Shaheed Bhagat Singh Shikshak Prashikshan Mahavidyalaya, Nawashahar "
"Maharishi Dayanand Saraswati University, Ajmer ","Shaheed Surendra Singh Mahavidyalaya, Kheenvsar "
"Maharishi Dayanand Saraswati University, Ajmer ","Sharda Mahila Mahavidyalaya, Degana Junction "
"Maharishi Dayanand Saraswati University, Ajmer ","Sh. Gandhi Physical Teachers Training College, Gulabpura "
"Maharishi Dayanand Saraswati University, Ajmer ","Shree Ji T.T. College, Bijolia "
"Maharishi Dayanand Saraswati University, Ajmer ","Shri Gandhi Kanya Mahavidyalaya, Gulabpura "
"Maharishi Dayanand Saraswati University, Ajmer ","Shri Gandhi Physical T.T. College, Gulabpura "
"Maharishi Dayanand Saraswati University, Ajmer ","Shri Ganesh Chandra T.T. College, Jas Nagar, Merta City "
"Maharishi Dayanand Saraswati University, Ajmer ","Shri Govind Singh Gurjar Government College, Nasirabad "
"Maharishi Dayanand Saraswati University, Ajmer ","Shri Guru Panna Girls College, Gulabpura "
"Maharishi Dayanand Saraswati University, Ajmer ","Shri Jain College, Kekri "
"Maharishi Dayanand Saraswati University, Ajmer ","Shri Kalyan Shikshak Prashikshan Mahavidyalaya, Niwai "
"Maharishi Dayanand Saraswati University, Ajmer ",Shri Kalyan Teachers Training College
"Maharishi Dayanand Saraswati University, Ajmer ",Shri Kalyan Women Teachers Training College
"Maharishi Dayanand Saraswati University, Ajmer ","Shri Krishan Mahila Mahavidyalaya, Duni "
"Maharishi Dayanand Saraswati University, Ajmer ","Shri Madhav Mahavidyalaya, Ladnun "
"Maharishi Dayanand Saraswati University, Ajmer ","Shri Madhav Shikshak Prashikshan Mahavidyalaya, Deedwana "
"Maharishi Dayanand Saraswati University, Ajmer ","Shri Narayan Teachers Training School, Kuchaman City "
"Maharishi Dayanand Saraswati University, Ajmer ",Shri Onkar Singh Memorial Women Teachers Training College
"Maharishi Dayanand Saraswati University, Ajmer ",Shri Parshwanath Mahavidyalaya
"Maharishi Dayanand Saraswati University, Ajmer ","Shri Pragya Mahavidyalaya, Bijainagar "
"Maharishi Dayanand Saraswati University, Ajmer ","Shri Ram Mahila T.T. College, Borawar, Makrana "
"Maharishi Dayanand Saraswati University, Ajmer ","Shri Rana Mahila Teachers Training College, Borawar "
"Maharishi Dayanand Saraswati University, Ajmer ","Shri Sai Nath Teachers Training College, Badayali "
"Maharishi Dayanand Saraswati University, Ajmer ","Shri Sawai Mahavidyalaya, Deedwana "
"Maharishi Dayanand Saraswati University, Ajmer ","Shri Sawai T.T. College, Deedwana "
"Maharishi Dayanand Saraswati University, Ajmer ","Shri Sewanand Kanya Mahavidyalaya, Daltawas "
"Maharishi Dayanand Saraswati University, Ajmer ","Shri Shiv Charan Mathur Government College, Mandalgarh "
"Maharishi Dayanand Saraswati University, Ajmer ","Shri Tulsi Mahavidyalaya, Aasind "
"Maharishi Dayanand Saraswati University, Ajmer ","Shri Vardhman Kanya Mahavidyalaya, Beawar "
"Maharishi Dayanand Saraswati University, Ajmer ",Sita Devi Mahavidyalaya
"Maharishi Dayanand Saraswati University, Ajmer ","S.K. Greenwood Shikshak Prashikshan Mahavidyalaya, Deedwana "
"Maharishi Dayanand Saraswati University, Ajmer ",Sky Line College of Technology
"Maharishi Dayanand Saraswati University, Ajmer ",S.M.M. Government Girls College
"Maharishi Dayanand Saraswati University, Ajmer ","S.M.S. Mahila Shikshak Prashikshan Mahavidyalaya, Beawar "
"Maharishi Dayanand Saraswati University, Ajmer ",Smt. Narayani Devi Verma Women's Teachers Training College
"Maharishi Dayanand Saraswati University, Ajmer ",Smt. N.D.V. Women Physical Education College
"Maharishi Dayanand Saraswati University, Ajmer ","Smt. Rama Devi B.Ed. College, Bijainagar "
"Maharishi Dayanand Saraswati University, Ajmer ",Smt. Sushila Devi Mathur Kanya Mahavidyalaya
"Maharishi Dayanand Saraswati University, Ajmer ",Sophia Girls College
"Maharishi Dayanand Saraswati University, Ajmer ",S.S. Rahore Memorial T.T. College
"Maharishi Dayanand Saraswati University, Ajmer ",Star Infotech College
"Maharishi Dayanand Saraswati University, Ajmer ","Star Infotech College, Deoli "
"Maharishi Dayanand Saraswati University, Ajmer ","St. Stephen College, Madanganj-Kishangarh "
"Maharishi Dayanand Saraswati University, Ajmer ","Suraj Narayan Pareek Mahila T.T. College, Pushkar "
"Maharishi Dayanand Saraswati University, Ajmer ",Swasthya Kalyan Institute of Naturopathy and Yogic Science
"Maharishi Dayanand Saraswati University, Ajmer ",Swift College
"Maharishi Dayanand Saraswati University, Ajmer ",System College
"Maharishi Dayanand Saraswati University, Ajmer ","Tagore College, Kuchaman City "
"Maharishi Dayanand Saraswati University, Ajmer ","Tagore Mahavidyalaya, Molasar "
"Maharishi Dayanand Saraswati University, Ajmer ","Tagore Shikshak Prashikshan Sansthan, Kuchaman City "
"Maharishi Dayanand Saraswati University, Ajmer ","Tagore T.T. College, Kekri "
"Maharishi Dayanand Saraswati University, Ajmer ",Tak Shiksha Niketan T.T. College
"Maharishi Dayanand Saraswati University, Ajmer ",T.N. Mishra Memorial College
"Maharishi Dayanand Saraswati University, Ajmer ","Vaidanti Shiksha Mahavidyalaya, Degana "
"Maharishi Dayanand Saraswati University, Ajmer ","Vaishnavi Mahila Mahavidyalaya, Beawar "
"Maharishi Dayanand Saraswati University, Ajmer ","Veer Teja Mahavidyalaya, Jayal "
"Maharishi Dayanand Saraswati University, Ajmer ","Veer Teja Mahila Mahavidyalaya, Mundwa "
"Maharishi Dayanand Saraswati University, Ajmer ","Veer Teja Mahila Shikshan & Shodh Sansthan, Mundwa "
"Maharishi Dayanand Saraswati University, Ajmer ",Vidhya Professional & Technical College
"Maharishi Dayanand Saraswati University, Ajmer ","Vinayak Matrishakti College, Bhunas "
"Maharishi Panini Sanskrit Vishwavidyalaya, Ujjain ","Government Abhyananda Sanskrit College, Kalyanpur "
"Maharishi Panini Sanskrit Vishwavidyalaya, Ujjain ","Government Manmal Mimraj Ruyia Sanskrit College, Ujjain "
"Maharishi Panini Sanskrit Vishwavidyalaya, Ujjain ","Government Purushottam Sanskrit College, Khajurital, Satna "
"Maharishi Panini Sanskrit Vishwavidyalaya, Ujjain ","Government Ramananda Sanskrit College, Lalghati, Bhopal "
"Maharishi Panini Sanskrit Vishwavidyalaya, Ujjain ","Government Sanskrit College, Bhitri "
"Maharishi Panini Sanskrit Vishwavidyalaya, Ujjain ","Government Sanskrit College, Devendra Nagar, Panna "
"Maharishi Panini Sanskrit Vishwavidyalaya, Ujjain ","Government Sanskrit College, Dharmshree, Sagar "
"Maharishi Panini Sanskrit Vishwavidyalaya, Ujjain ","Government Sanskrit College, Lashkar, Gwalior "
"Maharishi Panini Sanskrit Vishwavidyalaya, Ujjain ","Government Sanskrit College, Rambagh, Indore "
"Maharishi Panini Sanskrit Vishwavidyalaya, Ujjain ","Government Venkat Sanskrit College, Rewa "
"Maharishi Panini Sanskrit Vishwavidyalaya, Ujjain ","Nagar Nigam Shri Loknath Shastri Sanskrit College, Govindgunj, Jabalpur "
"Maharishi Panini Sanskrit Vishwavidyalaya, Ujjain ","Shri Ganesh Digembar Jain Sanskrit College, Varni Bhawan, Sagar "
"Maharishi Panini Sanskrit Vishwavidyalaya, Ujjain ","Shri Janki Sanskrit College, Puranilanka, Chitrakoot, Satna "
"Maharishi Panini Sanskrit Vishwavidyalaya, Ujjain ","Shri Narayan Sanskrit College, Katni "
"Maharishi Panini Sanskrit Vishwavidyalaya, Ujjain ","Shri Ramnam Sanskrit College, Akshaywat, Chitrakoot, Satna "
"Maharishi Panini Sanskrit Vishwavidyalaya, Ujjain ","Shri Ram Sanskrit College, Chitrakoot, Satna "
"Maharishi Panini Sanskrit Vishwavidyalaya, Ujjain ","Shri Rishi Kumar Sanskrit College, Pili Kothi, Chitrakoot, Satna "
"Maharshi Dayanand University, Rohtak ","AARYAN COLLEGE OF EDUCATION,ROHTAK "
"Maharshi Dayanand University, Rohtak ","ADARSH COLLEGE OF EDUCATION, BHIWANI "
"Maharshi Dayanand University, Rohtak ","ADARSH COLLEGE OF EDUCATION, JHAJJAR "
"Maharshi Dayanand University, Rohtak ",Adarsh Mahila Mahavidyalaya
"Maharshi Dayanand University, Rohtak ",Advanced College of Technology & Management
"Maharshi Dayanand University, Rohtak ",ADVANCED INSTITUTE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","Advanced Institute of Technology & Management, Aurangabad, Tehsil Hodal, Palwal "
"Maharshi Dayanand University, Rohtak ","Aggarwal College, BALLABGARH "
"Maharshi Dayanand University, Rohtak ","AGGARWAL COLLEGE OF EDUCATION, HODAL "
"Maharshi Dayanand University, Rohtak ","Ahir College, Rewari. "
"Maharshi Dayanand University, Rohtak ","A.I.J.H.M.College, Rohtak. "
"Maharshi Dayanand University, Rohtak ","Akido College of Engineering, Sahpur "
"Maharshi Dayanand University, Rohtak ",Al-Falah School of Engg. Faridabad
"Maharshi Dayanand University, Rohtak ",AL-FLAH SCHOOL OF EDUCATION & TRAINING
"Maharshi Dayanand University, Rohtak ",A.M. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","Anupama College of Engg.Bhora Kalan, Bilaspur Chowk Pataudi Road, Delhi Jaipur (NH-8) Road, Gurgaon "
"Maharshi Dayanand University, Rohtak ","Apeejay College of Engg.,Sohna, Distt. Gurgaon "
"Maharshi Dayanand University, Rohtak ",Apeejay Saraswati College for Girls
"Maharshi Dayanand University, Rohtak ",Applied College of Management & Engineering
"Maharshi Dayanand University, Rohtak ",ARAVALI COLLEGE OF ADVANCED STUDIES IN EDUCATION
"Maharshi Dayanand University, Rohtak ",ARAVALI COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","ARAVALI COLLEGE OF EDUCATION, KAROTA "
"Maharshi Dayanand University, Rohtak ",Aravali College of Engineering & Management
"Maharshi Dayanand University, Rohtak ","ARYA COLLEGE OF EDUCATION, BHIWANI "
"Maharshi Dayanand University, Rohtak ","ARYA COLLEGE OF EDUCATION, MAHENDRAGARH "
"Maharshi Dayanand University, Rohtak ","ARYA COLLEGE OF EDUCATION, ROHTAK "
"Maharshi Dayanand University, Rohtak ",ARYAVART COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",ARYAWART COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",A.S. KHARB MEMORIAL COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",BABA JAI RAM DAS COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",BABA KHETA NATH COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",BABA MOHAN DASS COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",BABA SIDDHNATH COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",BALAJI COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",BASANT LAL MEMORIAL COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",BHAGWAN MAHAVIR COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",BHAGWAN PRASHU RAM COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",BHARAT VIDYA PEETH COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",BHARTIYA COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",BHARTIYAM COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",BHIMESHWARI DEVI COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","Bhiwani Institute of Tech. & Science Kharakhari,By Pass Bhiwani "
"Maharshi Dayanand University, Rohtak ",B.K. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",B.L. COLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","B.L.Jindal Suiwala College, TOSHAM "
"Maharshi Dayanand University, Rohtak ",B.M. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","B.M.College of Technology & Management,Vill. Hari Nagar (Dumha), Farukh Nagar, Distt. Gurgaon "
"Maharshi Dayanand University, Rohtak ",B.P.S. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","B.R.C.M.College of Engg. & Technology, Bahal,Distt. Bhiwani "
"Maharshi Dayanand University, Rohtak ",B.R. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",BRIGHT COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",BRIGHT LAND COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",Brij Mohan Institute of Mgt. & Technology
"Maharshi Dayanand University, Rohtak ",Brown Hills College of Technology
"Maharshi Dayanand University, Rohtak ",B.S. ANAGPURIA INSTITUTE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",B.S.Anangpuria Institute of Law
"Maharshi Dayanand University, Rohtak ","B.S.Anangpuria Inst. Of Tech. & Mgt. Alampur, Distt. Faridabad "
"Maharshi Dayanand University, Rohtak ",B.S. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",CAMBRIDGE COLLEGE OF EDUCATION FOR WOMEN
"Maharshi Dayanand University, Rohtak ",CAPT. HARDEV SINGH COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","CBS Group of Institutions, "
"Maharshi Dayanand University, Rohtak ",C.C.A.S.Jain Girls College Gannaur(Spt)
"Maharshi Dayanand University, Rohtak ",CHANDERAWATI COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","Ch.Bansi Lal G.C. for Women, TOSHAM "
"Maharshi Dayanand University, Rohtak ","Ch.Bansi Lal G. C, LOHARU "
"Maharshi Dayanand University, Rohtak ","Ch.Dhajja Ram Janta, M., Butana(SFS) (Sonepat) "
"Maharshi Dayanand University, Rohtak ",Chhotu Ram Institute of Law
"Maharshi Dayanand University, Rohtak ",CH. KATAR SINGH COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",CH. PARTAP SINGH MEMORIAL COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",Ch. S.R. MBA College
"Maharshi Dayanand University, Rohtak ","C.I.T.M, Sector-43, Badkhal Suraj Kund Road, Faridabad "
"Maharshi Dayanand University, Rohtak ",C.L. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","C.R.A. College, Sonepat. "
"Maharshi Dayanand University, Rohtak ",C.R. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",Dalal Global Institute of Technology
"Maharshi Dayanand University, Rohtak ","Daronacharya College of Engg. Farukh Nagar, Gurgaon "
"Maharshi Dayanand University, Rohtak ",DARSH COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",D.A.V.Centenary College
"Maharshi Dayanand University, Rohtak ",D.A.V. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","DAV College of Engg.Kanina, Mohindergarh "
"Maharshi Dayanand University, Rohtak ",DAV College of Management
"Maharshi Dayanand University, Rohtak ","D.A.V.Girls College, Kosli. "
"Maharshi Dayanand University, Rohtak ",DAV INSTITUTE OF MANAGEMENT
"Maharshi Dayanand University, Rohtak ",DAYAWANTI MEMORIAL COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",D.B.M. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",D.C. JAIN COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",D.C.S COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",DEEN DAYAL RUSTOGI COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",Deen Dayal Rustogi College of Management & Technology
"Maharshi Dayanand University, Rohtak ",Deep Institute of Engineering & Technology and Group institution
"Maharshi Dayanand University, Rohtak ",DEHAT VIKAS INSTITUTE OF EDUCATION AND TECHNOLOGY
"Maharshi Dayanand University, Rohtak ",Delhi College of Technology & Management
"Maharshi Dayanand University, Rohtak ","Delhi Engineering College, LadiyaPur "
"Maharshi Dayanand University, Rohtak ","Delhi Global Business Schjool Jasana, Distt. Faridabad "
"Maharshi Dayanand University, Rohtak ","Delhi Institute of Technology Management & Research, "
"Maharshi Dayanand University, Rohtak ",Delhi Technical Campus
"Maharshi Dayanand University, Rohtak ",D.H. LAWRENCE COLLEGE OF EDUCATION FOR WOMEN
"Maharshi Dayanand University, Rohtak ",DISHA COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",DPG Institute of Technology and Management
"Maharshi Dayanand University, Rohtak ",Dronacharya G.C
"Maharshi Dayanand University, Rohtak ",DRONA COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",D.S. ARYA COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",D.V.M. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","Echelon Institute of Technology, Kabulpur Khadar,Patti Parvarish, Faridabad Manjavli Road, Naharpur Faridabad "
"Maharshi Dayanand University, Rohtak ",GANGA COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",Ganga Institute of Architecture & Town Planning Village
"Maharshi Dayanand University, Rohtak ",GANGA INSTITUTE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","GANGA INSTITUTE OF ENGINEERING AND TECHNOLOGY, BAHADURGARH "
"Maharshi Dayanand University, Rohtak ",Ganga Institute of Technology & Management
"Maharshi Dayanand University, Rohtak ",GANPATI COLLEGE OF EDUCAITON
"Maharshi Dayanand University, Rohtak ",GANPATI INSTITUTE OF EDUCATION & TECHNOLOGY
"Maharshi Dayanand University, Rohtak ",GAURAV COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",G.B. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","G.B.Degree College, Rohtak "
"Maharshi Dayanand University, Rohtak ",G.C.Baund Kalan
"Maharshi Dayanand University, Rohtak ","G. C. for Women, Lakhanmajra "
"Maharshi Dayanand University, Rohtak ","G.C. for Women, M.Garh. "
"Maharshi Dayanand University, Rohtak ","G.C.for Women, Rohtak. "
"Maharshi Dayanand University, Rohtak ",G.C. Gohana (Sonepat)
"Maharshi Dayanand University, Rohtak ",G.C. Meham (Rohtak)
"Maharshi Dayanand University, Rohtak ",G.C.Nahar.
"Maharshi Dayanand University, Rohtak ","G.C.,Nangal Chaudhary "
"Maharshi Dayanand University, Rohtak ","G.C., TIGAON "
"Maharshi Dayanand University, Rohtak ","G.D.C.Memorial College, BAHAL "
"Maharshi Dayanand University, Rohtak ",GEETA COLLEGE OF EDUCAITON
"Maharshi Dayanand University, Rohtak ",G.G.D.S.D.College
"Maharshi Dayanand University, Rohtak ","G.I.T.M. Institute of Technology, "
"Maharshi Dayanand University, Rohtak ",Global Institute of Technology & Management
"Maharshi Dayanand University, Rohtak ",GOLD FIELD COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","Gold Field Institute of Tech. & Management, Ballabhgarh, Faridabad "
"Maharshi Dayanand University, Rohtak ",Gopal Sharma Modern Vidya Niketan Institute of Engineering & Technology
"Maharshi Dayanand University, Rohtak ","GOVERNMENT COLLEGE, BHIWANI "
"Maharshi Dayanand University, Rohtak ","Government College, Chhara "
"Maharshi Dayanand University, Rohtak ","GOVERNMENT COLLEGE FOR WOMEN, BEHAL "
"Maharshi Dayanand University, Rohtak ","GOVERNMENT COLLEGE FOR WOMEN, BHIWANI "
"Maharshi Dayanand University, Rohtak ","Government College for Women, Faridabad "
"Maharshi Dayanand University, Rohtak ","GOVERNMENT COLLEGE FOR WOMEN, SALAHERI "
"Maharshi Dayanand University, Rohtak ","GOVERNMENT COLLEGE, KOSLI "
"Maharshi Dayanand University, Rohtak ",GOVERNMENT COLLEGE OF EDUCATION NARNAUL
"Maharshi Dayanand University, Rohtak ","GOVERNMENT COLLEGE, PALWAL "
"Maharshi Dayanand University, Rohtak ","GOVERNMENT COLLEGE, SATNALI "
"Maharshi Dayanand University, Rohtak ","Govt. College, Ateli(M.Garh) "
"Maharshi Dayanand University, Rohtak ","Govt. College, Badli 240033. "
"Maharshi Dayanand University, Rohtak ","Govt. College, Bahadurgarh. "
"Maharshi Dayanand University, Rohtak ","Govt. College, Bawal "
"Maharshi Dayanand University, Rohtak ","Govt. College, Birohar Distt.Jhajjar. "
"Maharshi Dayanand University, Rohtak ","Govt. College, Dubaldhan(Jhajjar) "
"Maharshi Dayanand University, Rohtak ","Govt. College, Dujana (Jhajjar) "
"Maharshi Dayanand University, Rohtak ","Govt. College for women, Gurawara (Rewari) "
"Maharshi Dayanand University, Rohtak ","GOVT. COLLEGE FOR WOMEN, NARNAUL "
"Maharshi Dayanand University, Rohtak ","Govt. College for Women, Rewari. "
"Maharshi Dayanand University, Rohtak ","Govt. College, HODEL "
"Maharshi Dayanand University, Rohtak ","Govt. College, Jatauli Hailey Mandi "
"Maharshi Dayanand University, Rohtak ","Govt. College, Kharkhara Distt. Rewari "
"Maharshi Dayanand University, Rohtak ",GOVT. COLLEGE KRISHAN NAGAR
"Maharshi Dayanand University, Rohtak ","Govt. College, Mohindergarh. "
"Maharshi Dayanand University, Rohtak ","Govt. College, NAGINA "
"Maharshi Dayanand University, Rohtak ","Govt. College, Narnaul "
"Maharshi Dayanand University, Rohtak ","GOVT. COLLEGE OF EDUCATION, BHIWANI "
"Maharshi Dayanand University, Rohtak ","Govt. College, Sector-9, Gurgaon "
"Maharshi Dayanand University, Rohtak ","Govt. College, SIDHRAWALI "
"Maharshi Dayanand University, Rohtak ","Govt. (Girls) College, SECTOR-14 "
"Maharshi Dayanand University, Rohtak ","Govt. P.G.College, Jhajjar. "
"Maharshi Dayanand University, Rohtak ",GREEN MEADOWS COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",GREEN VALLEY COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",G.S. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","Gurgaon College of Engineering, Bilaspur-Tauru Road,Gurgaon "
"Maharshi Dayanand University, Rohtak ",Gurgaon College of Engineering for Women
"Maharshi Dayanand University, Rohtak ","Gurgaon Institute of Technology & Mgt.Bilaspur Taurau Road, Gurgaon "
"Maharshi Dayanand University, Rohtak ",GURU COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",GURU DRONACHARYA COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",G.V.M. COLLEGE OF EDUCATION FOR WOMEN
"Maharshi Dayanand University, Rohtak ","G.V.M.Girls College, Sonepat "
"Maharshi Dayanand University, Rohtak ",HAPPY COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",HARSH COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",HARYANA COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",HARYANA INSTITUTE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","Haryana Institute of Technology,Vill.Ashoda, Tehsil Bahadurgarh Distt.Jhajjar "
"Maharshi Dayanand University, Rohtak ",H.D. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","Hindu College for Girls, Sonepat. "
"Maharshi Dayanand University, Rohtak ",HINDU COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","Hindu College, Sonepat. "
"Maharshi Dayanand University, Rohtak ",Hindu Instt. of Management & Technology
"Maharshi Dayanand University, Rohtak ",HITKARI COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",H.J. INSTITUTE OF EDUCAITON & TECHNOLOGY
"Maharshi Dayanand University, Rohtak ","H.L.G.Govt. College, Tauru "
"Maharshi Dayanand University, Rohtak ",H.N. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",I.B.WOMEN COLLEGE OF EDUCATION & MANAGEMENT
"Maharshi Dayanand University, Rohtak ",IGPG REWARI
"Maharshi Dayanand University, Rohtak ",INDER PRASTHA EDUCATION
"Maharshi Dayanand University, Rohtak ","Indira Priyadarshani College for Women, Jhajjar. "
"Maharshi Dayanand University, Rohtak ",INDUS COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","Institute of Information Technology & Management, Sohna "
"Maharshi Dayanand University, Rohtak ",Institute of Law & Research
"Maharshi Dayanand University, Rohtak ","Institute of Management & Technology, Tigaon Road, Faridabad "
"Maharshi Dayanand University, Rohtak ",INSTITUTE OF TEACHER EDUCATION
"Maharshi Dayanand University, Rohtak ",Institute of Technology & Sciences
"Maharshi Dayanand University, Rohtak ",I.P. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",I.P.J. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","IPJ College, Rohtak "
"Maharshi Dayanand University, Rohtak ",I.P.S. COLLEGE OF EDUCATION RESEARCH & TECHNOLOGY
"Maharshi Dayanand University, Rohtak ",I.P.S. SCHOOL OF MANAGEMENT & EDUCATION
"Maharshi Dayanand University, Rohtak ",Ishwar Institute of Technology & Research
"Maharshi Dayanand University, Rohtak ","I.T.M.,HUDA, Sector-23-A, Gurgaon "
"Maharshi Dayanand University, Rohtak ",JAGRITI INSTITUTE OF HIGHER EDUCATION
"Maharshi Dayanand University, Rohtak ",JANTA COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",JAWAHAR LAL NEHRU COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",J.B. Knowledge Park
"Maharshi Dayanand University, Rohtak ",JEEVAN JYOTI COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",JHANKAR COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",JINDAL COLLEGE OF EDUCATION FOR GIRLS
"Maharshi Dayanand University, Rohtak ","J.K. BUSINESS SCHOOL,BHONDSI "
"Maharshi Dayanand University, Rohtak ",J.K. MEMORIAL COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",J.R. KISSAN COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",J.R. MEMORIAL COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","J.V.M.G.R.R. College, CH. DADRI "
"Maharshi Dayanand University, Rohtak ","JVMGRR Instt. of Computer Application, Ch. Dadri "
"Maharshi Dayanand University, Rohtak ",Kaling Institute of management Studies
"Maharshi Dayanand University, Rohtak ",Kamrah Institute of Information & Technology(KIIT)
"Maharshi Dayanand University, Rohtak ","Kanya Mahavidyalaya, Kharkhoda "
"Maharshi Dayanand University, Rohtak ",K.C. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",K.C.M. ARMY COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",K.D. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","K.D. COLLEGE OF EDUCATION, PALI "
"Maharshi Dayanand University, Rohtak ",K. D.College of Engineering & Technologyfor women
"Maharshi Dayanand University, Rohtak ","KEDARNATH AGGARWAL INSTITUTE OF MANAGEMENT, CHARKHI DADRI "
"Maharshi Dayanand University, Rohtak ",KIIT COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","KIIT College of Engg.Sohna Road,Bhondsi (Gurgaon) "
"Maharshi Dayanand University, Rohtak ",KIRORIMAL COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",KIRTI COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",KISSAN COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",K.L. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",K.L.Mehta D.N.Coll. for Women
"Maharshi Dayanand University, Rohtak ","K.L.P.College, Rewari "
"Maharshi Dayanand University, Rohtak ",K.M. COLLEGE OF EDUCATION
