university,college
"Maharshi Dayanand University, Rohtak ",K.R. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",KRISHNA ADARSH COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",KRISHNA COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",K.V.M. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",KVM MCA College
"Maharshi Dayanand University, Rohtak ",Lala C.B.Aggarwal College
"Maharshi Dayanand University, Rohtak ",LAL BAHADUR SHASTRI COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",LAXMI COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","LAXMI COLLEGE OF EDUCATION, RATHIWAS "
"Maharshi Dayanand University, Rohtak ",Les Fills M.V.N.Institute of Engineering & Technology
"Maharshi Dayanand University, Rohtak ","Lingaya's Institute of Mgt. & Technology Nachauli, Old Faridabad-Jasana Road, Faridabad "
"Maharshi Dayanand University, Rohtak ",LORD KRISHANA COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",LORD SHIVA COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",LT. MAHIPAT SINGH COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",MAA GANGA COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",MAA OMWATI COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",MAA OMWATI DEGREE COLLEGE
"Maharshi Dayanand University, Rohtak ",Maa Omwati Institute of management & Technology
"Maharshi Dayanand University, Rohtak ",MAA SARASWATI TEACHERS TRAINING INST.
"Maharshi Dayanand University, Rohtak ","M.A.College for Women, Jhajjar. "
"Maharshi Dayanand University, Rohtak ",Maharana Partap Institute of Technology & Management
"Maharshi Dayanand University, Rohtak ",MAHARANA PRATAP COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",MAHARANA PRATAP COLLEGE OF EDUCATION FOR WOMEN
"Maharshi Dayanand University, Rohtak ","Mahila Mahavidyalaya, JHOJHU KALAN "
"Maharshi Dayanand University, Rohtak ",MAJOR BIHARI LAL MEMORIAL COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",MAJOR NAFE SINGH KUNGARIYA COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",Management Education and Research Institute (MERI)
"Maharshi Dayanand University, Rohtak ",Manav Rachna College of Engg.Faridabad
"Maharshi Dayanand University, Rohtak ",MANGE RAM WOMENS COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",MARK COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",Mata Raj Kaur Institute of Engineering & Technology
"Maharshi Dayanand University, Rohtak ",MATA VAISHNU DEVI COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",Matu Ram Institute of Engineering & Management
"Maharshi Dayanand University, Rohtak ",Matu Ram Institute of Mgmt
"Maharshi Dayanand University, Rohtak ",M.D. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",MEENAKSHI COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","Mewat Engineering College, Mewat "
"Maharshi Dayanand University, Rohtak ","M.K.J.K. Mahavidyalaya, Rohtak. "
"Maharshi Dayanand University, Rohtak ",M.K.M COLLEGE OF EDUCATION FOR WOMEN
"Maharshi Dayanand University, Rohtak ","M.K.M.K.M, HODEL "
"Maharshi Dayanand University, Rohtak ",MLRS COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","MODERN COLLEGE OF EDUCATION, BHOJAWAS "
"Maharshi Dayanand University, Rohtak ","MODERN COLLEGE OF EDUCATION, JHAJJAR "
"Maharshi Dayanand University, Rohtak ","MODERN COLLEGE OF EDUCATION, MAHENDRAGARH "
"Maharshi Dayanand University, Rohtak ","MODERN COLLEGE OF EDUCATION, PALI "
"Maharshi Dayanand University, Rohtak ","MODERN COLLEGE OF EDUCATION, REWARI "
"Maharshi Dayanand University, Rohtak ","MODERN COLLEGE OF EDUCATION, SONIPAT "
"Maharshi Dayanand University, Rohtak ",MODERN INTERNATIONAL COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","M R COLLEGE OF EDUCAITON, FARIDABAD "
"Maharshi Dayanand University, Rohtak ","M R COLLEGE OF EDUCATION, JHAJJAR "
"Maharshi Dayanand University, Rohtak ","M R COLLEGE OF EDUCATION, MAHENDRAGARH "
"Maharshi Dayanand University, Rohtak ",MR DAV COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",MRDAV Institute of Management Studies
"Maharshi Dayanand University, Rohtak ",M.R.M COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",M.R. NAUHNTY COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",M.T. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",MUKHI COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",M.V.N. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",NARAYANA COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",NATIONAL COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","National Power Training Institute, Faridabad. "
"Maharshi Dayanand University, Rohtak ",NAVYUG COLLEGE FOR EDUCATION
"Maharshi Dayanand University, Rohtak ","N.B.G.S.M.College, SOHNA "
"Maharshi Dayanand University, Rohtak ",NETAJI SUBHASH COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",NGF College of Engineering & Technology
"Maharshi Dayanand University, Rohtak ",Niam Institute of Applied Mgt
"Maharshi Dayanand University, Rohtak ",N.R.B. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",N.S. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",OM COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",OXFORD COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","PANCHSHEEL INSTITUTE OF EDUCATION, RESEARCH & EDUCATION "
"Maharshi Dayanand University, Rohtak ",PARADISE COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",PARAMOUNT COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",PATAUDI COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",P.D.M. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",P.D.M.College of Engg. Sarai Aurangabad Bahadurgarh
"Maharshi Dayanand University, Rohtak ",P.D.M. college of Engineering
"Maharshi Dayanand University, Rohtak ",P D M COLLEGE OF ENGINEERING FOR WOMEN
"Maharshi Dayanand University, Rohtak ",PDM School of Technology and Management
"Maharshi Dayanand University, Rohtak ",Pitamah Kanh Singh D.C.Kanina
"Maharshi Dayanand University, Rohtak ",PITAMAH UMDA SINGH COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",PRAGYA COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",PROGRESSIVE LEARNING COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",Pt.J.L.N.G.C
"Maharshi Dayanand University, Rohtak ",PT. L.R. COLLEGE OF EDUCAITON
"Maharshi Dayanand University, Rohtak ","Pt. L.R. College of Technology, Technical Campus, "
"Maharshi Dayanand University, Rohtak ",Pt.Neki Ram Sharma G.C. Rohtak.
"Maharshi Dayanand University, Rohtak ",PT. RAM NIWAS COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",PT. SITA RAM SHASTRI B.Ed TRAINING COLLEGE
"Maharshi Dayanand University, Rohtak ",RAJ COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",RAJESH PILOT MEMORIAL COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",RAMA KRISHNA COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",RAMANUJAN COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",Ramanujan College of Management
"Maharshi Dayanand University, Rohtak ","Rameshwar Dass Saraf Public Girls College,Rewari. "
"Maharshi Dayanand University, Rohtak ",RAM JAS COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",RANJIT SINGH MEMORIAL COLLEGE OF EDUCATION & TECHNOLOGY
"Maharshi Dayanand University, Rohtak ",RAO ABHAY SINGH COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",RAO ADAL SINGH COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",RAO DALIP SINGH COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",RAO JAI RAM COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",RAO KHEM CHAND COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",RAO LAL SINGH COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",RAO MOHAR SINGH COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",RAO MOOL CHAND COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",RAO NEKI RAM MEMORIAL COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",RAO NIHAL SINGH COLLEGE OF EDUCAITON
"Maharshi Dayanand University, Rohtak ",RAO PAHLAD SINGH COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",Rao Pahlad Singh College of Engineering & Technology
"Maharshi Dayanand University, Rohtak ",RAO RAM SINGH COLLGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",RAO RANJEET SINGH COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",RAO SULTAN SINGH COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",RAO UDMI RAM MEMORIAL COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",RASHTRIYA COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",RASTRIYA VIDYA EDUCATION COLLEGE
"Maharshi Dayanand University, Rohtak ",Rattan Institute of Technology & Management
"Maharshi Dayanand University, Rohtak ",RATTAN SINGH GIRLS COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",RAVINDRA BHARTI COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","Rawal Institute of Management, Sohna Road, Faridabad "
"Maharshi Dayanand University, Rohtak ",Rawal Instt. of Engineering & Technology
"Maharshi Dayanand University, Rohtak ",RBS COLLEGE OF EDUCAITON
"Maharshi Dayanand University, Rohtak ",R.D. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",RISE MAX COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","R.K. COLLEGE OF EDUCATION, ROHTAK "
"Maharshi Dayanand University, Rohtak ","R.K. COLLGE OF EDUCATION, GURGAON "
"Maharshi Dayanand University, Rohtak ",R.L.S. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",R.N. College of Engineering & Management
"Maharshi Dayanand University, Rohtak ",Rohitash Institute of management
"Maharshi Dayanand University, Rohtak ",Rohtak Institute of Engineering & Management
"Maharshi Dayanand University, Rohtak ",ROYAL INSTITUTE OF SCIENCE AND MANAGEMENT
"Maharshi Dayanand University, Rohtak ",R.P.S. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",SADASUKH COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",SAHEED CAPT. D.K. KHOLA COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",Saheed Capt. D.K.Khola College of Management and Technology
"Maharshi Dayanand University, Rohtak ",SAI MOHAN COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","Saini College (Co.-Edu.),Rohtak. (SFS) "
"Maharshi Dayanand University, Rohtak ",SAINI INSTITUTE OF GIRLS EDUCATION
"Maharshi Dayanand University, Rohtak ",SANDESH COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",SANSKRITI COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",SANSKRITI INSTITUTE OF EDUCATION AND TECHNOLOGY
"Maharshi Dayanand University, Rohtak ",SANTI COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",SANT JAI RAM DAS MEMORIAL COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",SANT ROSHAN LAL COLLEGE OF EDUCATION FOR WOMEN
"Maharshi Dayanand University, Rohtak ",SARASWATI COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","SARASWATI COLLEGE OF EDUCATION, KANINA "
"Maharshi Dayanand University, Rohtak ","SARASWATI COLLEGE OF EDUCATION, MAHENDRAGARH "
"Maharshi Dayanand University, Rohtak ","SARASWATI COLLEGE OF EDUCATION, ROHTAK "
"Maharshi Dayanand University, Rohtak ",Saraswati Mahila MAHAVIDHALAYA
"Maharshi Dayanand University, Rohtak ",SARASWATI VIDYA MANDIR COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",SARDAR PARTEL COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",SARV HIND COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",SARVODYA COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",Sat kabir Institute of Technology
"Maharshi Dayanand University, Rohtak ",SAT PRIYA COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",Sat Priya Institute of Engg. & Technology
"Maharshi Dayanand University, Rohtak ",SatPriya Institute of Management Studeis and Research
"Maharshi Dayanand University, Rohtak ",Sat Priya Instt. Of Architecture
"Maharshi Dayanand University, Rohtak ",Satya College of Engineering & Technology
"Maharshi Dayanand University, Rohtak ",SATYUG DARSHAN INSTITUTE OF EDUCATION AND RESEARCH FOR GIRLS
"Maharshi Dayanand University, Rohtak ",SATYUG DARSHAN INSTITUTE OF ENGINEERING AND TECHNOLOGY
"Maharshi Dayanand University, Rohtak ",Savera College of Architecture
"Maharshi Dayanand University, Rohtak ",Savera Educational Trust Group of Institutions
"Maharshi Dayanand University, Rohtak ",S.D. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",S.D. MEMORIAL COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",S.D.Mewat Institute of Engg. & Technology
"Maharshi Dayanand University, Rohtak ",S.D. Mewat Institute of Technology & management
"Maharshi Dayanand University, Rohtak ",SEHRAWAT DEGREE COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","Seth Megh Raj Jindal G.C, SIWANI "
"Maharshi Dayanand University, Rohtak ",SGT Institute of Engineering & Technology
"Maharshi Dayanand University, Rohtak ",SHAMBU DAYAL COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",Shanti Devi Law College
"Maharshi Dayanand University, Rohtak ",SHARBATI COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",SHARDA MAHILA MAHAVIDYALAYA SINGHANI
"Maharshi Dayanand University, Rohtak ",SHARVAN INST. OF REHABILITATION FOR MENTALLY RETARDED PERSONS
"Maharshi Dayanand University, Rohtak ","Sh.Baba Mast Nath Engg.College, Asthal, Bohar, Rohtak "
"Maharshi Dayanand University, Rohtak ","Sheel Devi Institute of Management & Technology, Ballabgarh, . Fairdabad "
"Maharshi Dayanand University, Rohtak ",SHEETAL COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","SHIKSHA BHARTI COLLEGE OF EDUCATION, MAHENDRAGARH "
"Maharshi Dayanand University, Rohtak ","SHIKSHA BHARTI COLLEGE OF EDUCATION, SONIPAT "
"Maharshi Dayanand University, Rohtak ",SHIV COLLGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",SHIV KARAN COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","Sh.L.N.Hindu College, Rohtak. "
"Maharshi Dayanand University, Rohtak ",SHREE GANAPATI INSTITUTE OF EDUCAITON & TECHNOLOGY
"Maharshi Dayanand University, Rohtak ",SHRI BABA MASTH NATH INSTITUTE OF EDUCATIONAL TRANING & RESEARCH
"Maharshi Dayanand University, Rohtak ",Shri Baba Mast Nath Institute of Management Studies and Research
"Maharshi Dayanand University, Rohtak ",SHRI BALAJI COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",SHRI GANESH COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","SHRI GANESH COLLEGE OF EDUCATION, MAHENDRAGARH "
"Maharshi Dayanand University, Rohtak ",SHRI KRISHAN COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",SHRI KRISHNA COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",SHRI KRISHNA COLLEGE OF EDUCTAION
"Maharshi Dayanand University, Rohtak ",Shri Krishna G.C. Kanwali (Rewari)
"Maharshi Dayanand University, Rohtak ","Shri Krishna Sports College, Village Pali,M.Garh "
"Maharshi Dayanand University, Rohtak ",SHRI RAM COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",Shri Ram College of Engineering & Management
"Maharshi Dayanand University, Rohtak ",SHRI RAM MEMORIAL COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",SHRI SAI BABA COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",SHRI SHANTI SAGAR JAI KANYA M. FEROZEPUR JHIRKA
"Maharshi Dayanand University, Rohtak ",SHRI SHANTI SAGAR JAIN COLLEGE OF EDUCATION FOR GIRLS
"Maharshi Dayanand University, Rohtak ","Sir C.R. Govt.Girls College, Sampla "
"Maharshi Dayanand University, Rohtak ","S.J.K.College, Kalanaur (Rohtak.) "
"Maharshi Dayanand University, Rohtak ",S.J.K. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",SLD GIRLS COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",SMT. BHAGWANI MEMORIAL INSTITUTE OF HIGHER EDUCATION
"Maharshi Dayanand University, Rohtak ",SMT. SANTRA DEVI COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",Smt. Shanti Devi College of management & Technology
"Maharshi Dayanand University, Rohtak ","Somany Institute of Tech. & Mgt., Rewari. "
"Maharshi Dayanand University, Rohtak ",SOUTH POINT COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",S.P. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",S.R. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",SREE SHIV CHAITANYA COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",Sri Nagar School of Management & Technology
"Maharshi Dayanand University, Rohtak ",S.S. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",S.S.M. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",STAREX INSTITUTE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",STATE INSTITUE OF FILM & T.V.
"Maharshi Dayanand University, Rohtak ",State Institute of Fashion Design
"Maharshi Dayanand University, Rohtak ",State Institute of Fine Arts
"Maharshi Dayanand University, Rohtak ",STATE INSTITUTE OF REHABILITATION TRAINING AND RESEARCH
"Maharshi Dayanand University, Rohtak ",STATE INSTITUTE OF URBAN PLANNING & ARCHITECTURE
"Maharshi Dayanand University, Rohtak ",ST. LUKE COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",ST. PAUL COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",St. Thomas Management Instittue
"Maharshi Dayanand University, Rohtak ",SUNIL GUGNANI MEMORIAL COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",SUN RISE COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",SURAJ COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",Suraj College of Engineering & Technology
"Maharshi Dayanand University, Rohtak ",SWAMI DAYA MUNI VIDYAPEETH COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",SWAMI VIVEKANAND COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",SWARANJALI COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ",TAGORE COLLEGE FOR EDUCATION
"Maharshi Dayanand University, Rohtak ",TAGORE COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","Tau Devi Lal G.C. for Women,Murthal "
"Maharshi Dayanand University, Rohtak ","Technological Institute of Textiles, Bhiwani "
"Maharshi Dayanand University, Rohtak ",THE KRISHNA EDUCATION RESEARCH AND TECHNOLOGICAL INSTITUTE
"Maharshi Dayanand University, Rohtak ","T.I.T.(Technological Institute of Textiles, MBA) Bhiwani "
"Maharshi Dayanand University, Rohtak ",T.R. COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","T.R.Girls College, Sonepat. "
"Maharshi Dayanand University, Rohtak ",VADIC TEACHER TRAINING COLLEGE
"Maharshi Dayanand University, Rohtak ","Vaish Arya Kanya Mahavidyalya, Technology and Managemen "
"Maharshi Dayanand University, Rohtak ",Vaish Arya Kanya M. B.Garh(Jhajjar)
"Maharshi Dayanand University, Rohtak ",VAISH ARYA KENYA SHIKSHAN MAHAVIDHALAYA
"Maharshi Dayanand University, Rohtak ","Vaish College, Bhiwani "
"Maharshi Dayanand University, Rohtak ",VAISH COLLEGE OF EDUCATION
"Maharshi Dayanand University, Rohtak ","VAISH COLLEGE OF EDUCATION, Rohtak "
"Maharshi Dayanand University, Rohtak ",Vaish College of Engg. Rohtak
"Maharshi Dayanand University, Rohtak ",Vaish College of Law
"Maharshi Dayanand University, Rohtak ","Vaish College, Rohtak. "
"Maharshi Dayanand University, Rohtak ",Vaish Institute of Management & Technology
"Maharshi Dayanand University, Rohtak ","Vaish Mahila M., Rohtak. "
